,Titulo,Data,URL da noticia
93,"Meghan Markle, la princesa de Inglaterra que vivió seis meses en Argentina",10-01-2020,https://www.losandes.com.ar/meghan-markle-la-princesa-de-inglaterra-que-vivio-seis-meses-en-argentina/
94,"Donald Trump se pronunció sobre el #Megxit: “Esto no debería pasarle a la 
reina Isabel”",10-01-2020,https://www.infobae.com/america/eeuu/2020/01/11/donald-trump-se-pronuncio-sobre-el-megxit-esto-no-deberia-pasarle-a-la-reina-isabel/
95,"¿Cómo es el restaurante italiano donde se comen las mejores pastas de José 
Ignacio?",10-01-2020,https://www.infobae.com/tendencias/2020/01/10/como-es-el-restaurante-italiano-donde-se-comen-las-mejores-pastas-de-jose-ignacio/
96,Fontanarrosa fue una forma de vivir y morir en la Argentina,11-01-2020,https://www.ondacero.es/programas/mas-de-uno/la-cultureta/audios-podcast/fontanarrosa-fue-una-forma-de-vivir-y-morir-en-la-argentina_202001115e19c0e40cf2ba42f1532bb9.html
97,"EE.UU. condenó la ""negligencia"" de Irán al derribar el avión ucraniano",11-01-2020,https://www.cronista.com/internacionales/EE.UU.-condeno-la-negligencia-de-Iran-al-derribar-el-avion-ucraniano-20200111-0007.html
98,"Atropelló y mató a un hombre a la salida de un boliche en Congreso: estaba 
drogado y quiso escapar",11-01-2020,https://www.infobae.com/sociedad/policiales/2020/01/11/atropello-y-mato-a-un-hombre-a-la-salida-de-un-boliche-en-congreso-estaciono-el-auto-y-quiso-escapar-en-un-taxi/
99,"Después de romper con la realeza británica, Meghan Markle firmó con Disney",11-01-2020,https://www.infobae.com/america/entretenimiento/2020/01/11/despues-de-romper-con-la-realeza-britanica-meghan-markle-firmo-con-disney/
100,Video: Guillermo Francella defiende al gobierno de Mauricio Macri,11-01-2020,https://www.clarin.com/fama/video-guillermo-francella-defiende-gobierno-mauricio-macri_3_B-KVpscU.html
101,Zlatan Ibrahimovic debutó como titular y marcó su primer gol en el Milán,11-01-2020,https://www.infobae.com/america/deportes/futbol-europeo/2020/01/11/en-su-debut-como-titular-zlatan-ibrahimovic-marco-su-primer-gol-en-su-retorno-al-milan/
102,Gianfranco Macri se muda a Uruguay por el nuevo clima político,11-01-2020,https://www.perfil.com/noticias/politica/gianfranco-macri-se-muda-a-uruguay-por-el-nuevo-clima-politico.phtml
103,"Salió a la luz el video de cuando Diego Costa dejó KO al masajista del 
Chelsea en un combate de boxeo",11-01-2020,https://www.infobae.com/america/deportes/futbol-europeo/2020/01/11/salio-a-la-luz-el-video-de-cuando-diego-costa-dejo-ko-al-masajista-del-chelsea-en-un-combate-de-boxeo/
104,"La primera salida teatral de Mirtha Legrand en Mar del Plata: qué obra 
eligió",11-01-2020,https://www.infobae.com/teleshow/infoshow/2020/01/11/la-primera-salida-teatral-de-mirtha-legrand-en-mar-del-plata-que-obra-eligio/
105,Nunca más la PSU: Crónica de un egreso en Argentina,11-01-2020,https://www.eldesconcierto.cl/internacional/2020/01/11/nunca-mas-la-psu-cronica-de-un-egreso-en-argentina.html
106,Las 18 medidas que destacó Fernández en su balance del primer mes de gestión,12-01-2020,https://www.cronista.com/economia-politica/Las-18-medidas-que-destaco-Fernandez-en-su-balance-del-primer-mes-de-gestion-20200112-0002.html
107,Cristina llega esta noche a Buenos Aires desde Cuba,12-01-2020,https://www.cronista.com/economia-politica/Cristina-llega-esta-noche-a-Buenos-Aires-desde-Cuba-20200112-0004.html
108,"La coparticipación impositiva, una pelea histórica con asignaturas 
pendientes",12-01-2020,https://www.cronista.com/columnistas/La-coparticipacion-impositiva-una-pelea-historica-con-asignaturas-pendientes-20200112-0019.html
109,Cuáles serán los principales desafíos de las empresas en los años '20,12-01-2020,https://www.cronista.com/apertura/empresas/Cuales-seran-los-principales-desafios-de-las-empresas-en-los-anos-20-20200112-0003.html
110,"Juan Salerno, Head Portfolio Manager de Compass Group: ""Argentina depende 
del éxito en la reestructuración""",12-01-2020,https://www.cronista.com/finanzas-mercados/Juan-Salerno-Head-Portfolio-Manager-de-Compass-Group-Argentina-depende-del-exito-en-la-reestructuracion-20200112-0020.html
111,"Hernán Lavandera, jefe del Puerto de Punta del Este: “Este año la 
concurrencia de navegantes argentinos es sensiblemente menor”",12-01-2020,https://www.infobae.com/sociedad/2020/01/12/hernan-lavandera-jefe-del-puerto-de-punta-del-este-este-ano-la-concurrencia-de-navegantes-argentinos-es-sensiblemente-menor/
112,"Tras la vuelta del IVA, los impuestos representan el 41% del precio de los 
alimentos",12-01-2020,https://www.cronista.com/economia-politica/Tras-la-vuelta-del-IVA-los-impuestos-representan-el-41-del-precio-de-los-alimentos-20200112-0008.html
113,"“Un violador en tu camino” y los momentos más icónicos que marcaron al 
himno feminista",12-01-2020,https://www.infobae.com/america/2020/01/12/un-violador-en-tu-camino-y-los-momentos-mas-iconicos-que-marcaron-al-himno-feminista/
114,"Alejandra Guzmán volvió a aparecer en redes mientras su hija Frida Sofía la 
ignora",12-01-2020,https://www.infobae.com/america/entretenimiento/2020/01/12/alejandra-guzman-volvio-a-aparecer-en-redes-mientras-su-hija-frida-sofia-la-ignora/
115,"Con una asistencia de Dybala y un gol de Ronaldo, la Juventus superó a la 
Roma y quedó como único líder de la Serie A",12-01-2020,https://www.infobae.com/america/deportes/2020/01/12/la-juventus-visita-a-la-roma-con-la-mision-de-ganar-para-ser-lider-de-la-serie-a-hora-tv-y-formaciones/
116,"Alberto Fernández ya eligió a su embajador ante el Vaticano y dijo que le 
gustaría reunirse con el papa Francisco",13-01-2020,https://www.infobae.com/politica/2020/01/13/alberto-fernandez-ya-eligio-a-su-embajador-ante-el-vaticano/
117,"Los 10 mejores goles del Kun Agüero, el hombre récord de la Premier League",13-01-2020,https://www.infobae.com/deportes-2/2020/01/13/los-10-mejores-goles-del-kun-aguero-el-hombre-record-de-la-premier-league/
118,"Quienes obtengan un crédito hipotecario podrán comprar hasta u$s 100.000 y 
sin pagar el 30%",13-01-2020,https://www.cronista.com/economia-politica/Quienes-obtengan-un-credito-hipotecario-podran-comprar-hasta-us-100-000-y-sin-pagar-el-30-20200113-0062.html
119,¿Por qué se celebra el Día del Pastelero?,13-01-2020,https://www.clarin.com/ciudades/-celebra-dia-pastelero-_0_utzsirto.html
120,"Reestructuración  con quita o  sin quita : cuánto valdrían los bonos del 
canje",13-01-2020,https://www.cronista.com/columnistas/Reestructuracion-con-quita-o-sin-quita-cuanto-valdrian-los-bonos-del-canje-20200113-0004.html
121,"MONEDAS AMÉRICA LATINA-Divisas región se moverán pendientes de tensión 
Oriente Medio, firma pacto EEUU-China",13-01-2020,https://www.infobae.com/america/agencias/2020/01/13/monedas-america-latina-divisas-region-se-moveran-pendientes-de-tension-oriente-medio-firma-pacto-eeuu-china/
122,"Simeone elogia a Valverde por la falta que dejó vivo al Madrid en la 
Supercopa",13-01-2020,https://www.infobae.com/america/agencias/2020/01/13/simeone-elogia-a-valverde-por-la-falta-que-dejo-vivo-al-madrid-en-la-supercopa/
123,Gonzalo Heredia se reunió con Fernández y Kicillof,13-01-2020,https://www.cadena3.com/noticia/espectaculos/gonzalo-heredia-se-reunio-con-fernandez-y-kicillof_250535
124,"La relación entre Venezuela y el sistema antiaéreo Tor-M1, el mismo con el 
que Irán derribó por error al avión ucraniano",13-01-2020,https://www.infobae.com/america/venezuela/2020/01/13/venezuela-tambien-opera-el-sistema-antiaereo-tor-m1-con-el-que-iran-derribo-por-error-al-avion-ucraniano/
125,Indonesian city orders LGBT+ raids after UK convicts serial rapist,13-01-2020,https://in.reuters.com/article/indonesia-lgbt-rights/indonesian-city-orders-lgbt-raids-after-uk-convicts-serial-rapist-idUSL8N29I1Q9
126,"Comerciantes le piden al BCRA que estire la vigencia del billete de $5 por 
seis meses más",14-01-2020,https://www.cronista.com/finanzas-mercados/Comerciantes-le-piden-al-BCRA-que-estire-la-vigencia-del-billete-de-5-por-seis-meses-mas-20200114-0047.html
127,El primero de los cuatro buques comprados para patrullar el ...,14-01-2020,https://www.cronista.com/economia-politica/El-primero-de-los-cuatro-buques-comprados-para-patrullar-el-Mar-Argentino-partio-de-Francia-20200114-0025.html
