,Titulo,Data,URL da noticia
93,​Cientos de miles de devotos homenajearon al Gauchito Gil ...,06-01-2020,https://diariolarepublica.com.ar/notix/noticia/18796/miles-de-devotos-ya-homenajean-al-gauchito-gil-en-mercedes--.html
94,Kambak fusiona la música amazónica con la moderna,06-01-2020,https://www.elcomercio.com/tendencias/entretenimiento/kambak-fusion-musica-amazonica-moderna.html
95,¿Dónde están las bases militares de EE.UU. en Oriente Medio ...,06-01-2020,https://www.elcomercio.com/actualidad/mundo/bases-militares-oriente-medio-iran.html
96,Eastern Airlines Is Back (Again) With a New Strategy and ...,06-01-2020,https://www.adweek.com/brand-marketing/eastern-airlines-is-back-again-with-a-new-strategy-and-rebrand/
97,"Avanzan trabajos de interconexión de tubería en El Chorrillo para mejorar 
suministro de agua",06-01-2020,https://www.telemetro.com/nacionales/2020/01/06/idaan-realizara-interconexion-tuberia-mejorar/2409394.html
98,Foreign Exchange Awards 2020: Financial Institutions,06-01-2020,https://www.gfmag.com/magazine/january-2020/foreign-exchange-awards-2020-financial-institutions
99,"El Gobierno le retiró las cartas credenciales a la embajadora de Juan 
Guaidó en la Argentina",07-01-2020,https://www.infobae.com/politica/2020/01/07/el-gobierno-le-retiro-las-cartas-credenciales-a-la-embajadora-de-juan-guaido-en-la-argentina/
100,La AFIP reglamentó aplicación del impuesto PAIS,07-01-2020,https://www.cronista.com/economia-politica/La-Afip-reglamento-aplicacion-del-impuesto-PAIS-20200107-0006.html
101,Los pasajes de Aerolíneas Argentinas también pagarán el impuesto del 30%,07-01-2020,https://www.clarin.com/economia/economia/pasajes-aerolineas-argentinas-pagaran-impuesto-30-_0_L_QI9eL2.html
102,Todos los vuelos al exterior pagarán el impuesto de 30%,07-01-2020,https://eleconomista.com.ar/negocios/todos-vuelos-exterior-pagaran-impuesto-30-n30808
103,Denuncian unos 3000 feminicidios entre 2010 y 2019 en ...,07-01-2020,https://www.telesurtv.net/news/feminicidios-argentina-casos-mujeres-20200106-0037.html
104,"Ma s de $ 47.000.000 recaudados en el torneo de golf solidario de London 
Supply Group",07-01-2020,https://www.cronista.com/informacion-gral/Ma-s-de-47-000-000-recaudados-en-el-torneo-de-golf-solidario-de-London-Supply-Group-20200107-0035.html
